zipcode,longitude,latitude,is_for_sale,property_type,bedroom,bathroom,size,list_price,last_update
92075,-117.240579,33.001416,false,Single Family,4,3,2470,949900,1.482045718632571e+09
92075,-117.258588,32.981768,false,,1,1,860,,1.482045738809607e+09
92075,-117.273943,33.001486,true,Multi Family,3,3,1600,2.3e+06,1.482045730717159e+09
92075,,,true,Condo,2,3,0,1.7e+06,1.482045734755476e+09
92075,-117.261907,33.002141,true,Single Family,4,4,3133,2.675e+06,1.482045742892961e+09
92075,-117.259333,32.98129,true,Townhouse,3,3,1760,1.2e+06,1.482045747080617e+09
92075,-117.256545,32.988168,false,,6,6,2690,,1.482045755294564e+09
92075,-117.272961,32.997912,false,Single Family,4,4,2292,,1.482045780854576e+09
92075,-117.272742,32.997445,false,Single Family,4,4,2292,,1.482045759312048e+09
92075,-117.275937,32.997898,false,Single Family,2,3,1610,,1.482045776728448e+09
92075,-117.257958,33.004817,false,Single Family,5,3,2286,,1.482045792907872e+09
92075,-117.238057,32.993968,false,Single Family,4,4.5,5328,,1.4820457673009e+09
92075,-117.258475,32.982039,false,,1,1,860,,1.482045788889339e+09
92075,-117.267838,32.99749,false,Single Family,4,3,3721,,1.482045751033202e+09
92075,-117.245284,32.99837,true,Single Family,4,3,3362,1.795e+06,1.481966450757548e+09
92075,-117.25773,32.988355,true,Single Family,3,2,960,749000,1.482045809140446e+09
92075,-117.275524,32.996284,true,Single Family,3,4,3840,1.285e+07,1.481966458540023e+09
92075,-117.264499,32.997207,true,Single Family,4,6,4800,3.45e+06,1.481966462281717e+09
92075,-117.272139,32.982708,true,Single Family,2,3,1432,899000,1.482045763258213e+09
92075,-117.271594,32.980567,true,Condo,1,2,1028,1.249e+06,1.482045784863595e+09
92075,-117.271441,32.983946,true,Condo,3,3,1544,1.25e+06,1.481966476222225e+09
92081,-117.226698,33.169601,true,Single Family,2,2,1236,399000,1.482047330697329e+09
92081,-117.243931,33.168571,true,Single Family,3,3,5106,579995,1.48203769367788e+09
92081,-117.251028,33.164879,true,Single Family,3,3,1386,488000,1.482037689524328e+09
92081,-117.236942,33.186853,true,Single Family,3,2,1500,569000,1.482037697907748e+09
92081,-117.240335,33.155116,true,Single Family,4,3,2017,540000,1.48203771449784e+09
92081,-117.231592,33.178038,true,Single Family,3,3,2060,615000,1.482037702014758e+09
92081,-117.216048,33.161983,false,Single Family,3,2.5,1778,,1.482037728644193e+09
92081,-117.225979,33.170805,true,Single Family,3,2,2253,539000,1.482037710326979e+09
92081,-117.246462,33.159945,true,Townhouse,3,3,1518,445000,1.482037718815471e+09
92081,-117.234861,33.17109,true,Single Family,4,3,2147,614000,1.482037706141546e+09
92081,-117.268854,33.189304,true,Single Family,3,3,1725,469000,1.482037732721844e+09
92081,-117.237829,33.164687,true,Single Family,3,3,1482,474990,1.482037736862466e+09
92081,-117.242578,33.186132,false,,1.4,0,0,550000,1.482037740964322e+09
92081,-117.234734,33.182402,true,Single Family,4,4,3525,895000,1.482037745127136e+09
92081,-117.243959,33.17922,false,,3,2.5,2195,,1.482037774317179e+09
92081,-117.249648,33.159028,false,Condo,3,3,1714,,1.482037798841689e+09
92081,-117.237303,33.181517,false,Single Family,3,2,1905,,1.481966545745499e+09
92081,-117.248066,33.178227,false,,3,2.5,2052,,1.482037786611907e+09
92081,-117.238195,33.149869,false,,0,0,2786,,1.482037794750379e+09
92081,-117.281344,33.182613,true,Mobile / Manufactured,3,2,1378,189000,1.482037757392845e+09
92081,-117.2715,33.186812,false,Single Family,3,2.5,1925,,1.481966565416153e+09
92081,-117.209089,33.158006,false,Single Family,5,3,2100,,1.482037782458775e+09
92081,-117.253082,33.161909,false,Single Family,4,2.5,1951,,1.482037769972134e+09
92081,-117.240193,33.180666,false,,3,2.5,2070,,1.481966576902319e+09
92081,-117.24238,33.189548,true,Single Family,2,1,1270,410000,1.481966580612201e+09
92081,-117.243625,33.190072,true,Single Family,3,2,1338,479900,1.482037749211336e+09
92084,-117.216946,33.194276,true,Single Family,4,3,2644,619000,1.482050071600374e+09
92083,-117.214476,33.173529,false,,1.87,0,0,569000,1.482044835680988e+09
92083,-117.256973,33.223988,false,Single Family,3,2.5,3067,628990,1.482044847944849e+09
92083,-117.269467,33.197756,true,Single Family,4,3,1808,474000,1.482044843882831e+09
92083,-117.251169,33.223024,true,Single Family,3,2,1460,455000,1.482044839793115e+09
92083,-117.256973,33.223988,false,Single Family,4,2.5,3576,657990,1.482044852080337e+09
92083,-117.256437,33.201985,true,Mobile / Manufactured,2,2,960,98000,1.482044860454136e+09
92083,-117.254092,33.202067,true,Townhouse,2,2,1152,264900,1.482044872737737e+09
92083,-117.253331,33.202557,false,,3,2.5,1266,,1.482044886259587e+09
92083,-117.253331,33.202557,false,Single Family,3,2.5,1266,,1.482044890336148e+09
92083,-117.273367,33.204576,true,Single Family,3,2,1468,449000,1.482044911066667e+09
92083,-117.256973,33.223988,false,Single Family,4,3.5,2582,721868,1.482044864464016e+09
92083,-117.272391,33.194378,true,Townhouse,3,3,1824,399000,1.482044876840155e+09
92083,-117.249647,33.214737,false,,3,2,1274,,1.482044902899964e+09
92083,-117.266188,33.208218,false,,3,2.5,2785,,1.48204490694768e+09
92083,-117.226038,33.182955,false,,2,2,1266,,1.482044923137433e+09
92083,-117.257472,33.207715,true,Single Family,3,2,1000,424900,1.482044927255417e+09
92083,-117.227047,33.182333,true,Single Family,3,3,1665,565000,1.482044868731582e+09
92083,-117.254062,33.203335,true,Condo,3,2,1298,329000,1.482044931314909e+09
92083,-117.247034,33.205728,false,,3,2.5,1282,,1.482044915011841e+09
92083,-117.247034,33.205728,false,Condo,3,2.5,1282,,1.482044919021873e+09
92083,-117.26156,33.213003,true,Single Family,3,3,1941,489000,1.481966715816476e+09
92083,-117.256973,33.223988,false,Single Family,4,2.5,2882,628990,1.482044898974247e+09
92083,-117.256973,33.223988,false,Single Family,4,2.5,3368,636990,1.482044894486076e+09
92083,-117.246373,33.204498,true,Mobile / Manufactured,3,2,1300,170000,1.482044935344535e+09
92083,-117.21914,33.16153,true,Mobile / Manufactured,2,2,1344,99900,1.48204493949909e+09
92082,-117.106673,33.273536,true,Single Family,4,3,4254,799000,1.482040924399601e+09
92082,-117.080709,33.278304,true,Single Family,4,5,3212,995000,1.482040920104609e+09
92082,-117.008232,33.208618,true,Single Family,5,5,4626,799900,1.482049050725114e+09
92082,-117.022553,33.279336,true,Single Family,3,2,1812,525000,1.482040928677718e+09
92082,-117.082114,33.25481,false,Single Family,4,3,3445,912000,1.482040946600116e+09
92082,-117.056952,33.233734,true,Single Family,3,2,1296,98000,1.482040942083345e+09
92082,-117.117737,33.263772,true,Single Family,4,5,4094,1.195e+06,1.482040954887221e+09
92082,-117.090135,33.317692,true,Single Family,3,2,1800,545000,1.482040950755212e+09
92082,-116.979867,33.245047,false,Single Family,3,2,2400,599000,1.482040958952602e+09
92082,-116.949221,33.207524,true,Mobile / Manufactured,2,2,1440,119900,1.482040963052743e+09
92082,-117.017544,33.289326,true,Single Family,3,6,5200,1.695e+06,1.482040997957025e+09
92082,-117.017336,33.26258,true,,4,4,2775,549000,1.482040933233131e+09
92082,-117.017336,33.26258,false,Single Family,4,4,2775,,1.482040937454257e+09
92082,-117.016642,33.21425,true,Single Family,4,3,2231,499900,1.482040972695681e+09
92082,-116.92973,33.210405,true,Single Family,4,7,8357,1.695e+06,1.482040976812573e+09
92082,-117.000473,33.279304,true,Single Family,4,4,3068,845000,1.482040993811387e+09
92082,-116.953003,33.207423,true,Single Family,3,2,1810,479000,1.482040981098472e+09
92082,-117.135253,33.274242,false,,77,0,0,2.7e+06,1.482041010577344e+09
92082,-116.940384,33.21233,true,Single Family,3,2,2142,659000,1.482040985468826e+09
92082,-117.02891,33.24748,false,,17.91,0,0,199000,1.482040989584007e+09
92082,-116.991279,33.295741,false,,27,0,0,1.2e+06,1.482041006302979e+09
92082,-116.967544,33.211771,true,Single Family,4,4,3546,700000,1.482041018726094e+09
92082,-117.015003,33.307285,true,Single Family,6,2.5,3410,849000,1.482041002199457e+09
92082,-117.07085,33.255916,true,Single Family,4,3,2735,650000,1.482041014582099e+09
92082,-116.948825,33.205607,true,Mobile / Manufactured,2,2,1656,95000,1.482041030837049e+09
92082,-116.946186,33.297694,false,,6,6,4384,,1.48196684246598e+09
92084,-117.205924,33.223739,false,,2.68,0,0,699000,1.482050080499884e+09
92084,-117.217211,33.225185,true,Single Family,4,3,4194,950000,1.482050085211612e+09
92084,-117.200828,33.177842,true,Single Family,3,2,1200,355000,1.482050106075608e+09
92084,-117.19436,33.18206,false,Single Family,5,3.5,4013,795990,1.482050110104171e+09
92084,-117.198455,33.186269,true,Single Family,3,3,2686,799000,1.482050089334097e+09
92084,-117.238791,33.251576,true,Single Family,3,4,3657,899000,1.482050097808474e+09
92084,-117.232149,33.229689,false,,0.4,0,0,170000,1.482050093263491e+09
92084,-117.225497,33.231735,false,Single Family,4,2.5,1836,501794,1.482050139366095e+09
92084,-117.19436,33.18206,false,Single Family,4,3.5,3771,770990,1.482050114272745e+09
92084,-117.211919,33.20627,false,Single Family,3,2,1856,524000,1.482050126590401e+09
92084,-117.19436,33.18206,false,Single Family,4,3.5,3630,765990,1.482050101978126e+09
92084,-117.19436,33.18206,false,Single Family,3,2.5,3304,745990,1.482050122548727e+09
92084,-117.221443,33.22966,true,Single Family,3,3,2672,675000,1.482050118547471e+09
92084,-117.186903,33.188375,true,Single Family,4,5,3544,1.3e+06,1.48205014807856e+09
92084,-117.225497,33.231735,false,Single Family,4,3.5,2012,530000,1.482050135346812e+09
92084,-117.18976,33.18699,false,Single Family,3,3,3304,832801,1.482050152089308e+09
92084,-117.188913,33.201656,true,Single Family,4,4,4138,999900,1.482050143515726e+09
92084,-117.225497,33.231735,false,Single Family,3,2.5,1754,494333,1.481966924425918e+09
92084,-117.225345,33.214402,true,Single Family,3,2,2094,355000,1.482050156092488e+09
92084,,,true,Single Family,2,1,0,280000,1.482050160765676e+09
92084,-117.202883,33.176157,true,Single Family,2,2,1040,389000,1.482050173060326e+09
92084,-117.20361,33.19832,true,Single Family,3,2,2100,579999,1.482050165032989e+09
92084,-117.159912,33.251544,false,,2,3,2031,,1.482050177128376e+09
92084,-117.235371,33.220937,false,,3,2,1692,,1.482050185703816e+09
92086,-116.733981,33.356347,false,Mobile / Manufactured,2,4,1400,84900,1.481966955336455e+09
92086,-116.674704,33.382588,true,Single Family,3,3,2800,425000,1.481966959055775e+09
92086,-116.727462,33.346746,true,Mobile / Manufactured,3,2,1151,110000,1.48196696275584e+09
92086,-116.722496,33.34811,true,Condo,2,2,1440,99900,1.481966966472769e+09
92086,-116.587,33.177999,true,Cooperative,3,2,1998,174900,1.481966970742473e+09
92086,-116.733981,33.356347,true,Mobile / Manufactured,2,2,1536,104900,1.481966974405726e+09
92086,-116.684856,33.38534,false,Single Family,3,2,1440,,1.481966980481064e+09
92086,-116.571714,33.176105,true,Single Family,3,2,1600,220000,1.48196698415358e+09
92086,-116.682571,33.389015,false,Mobile / Manufactured,2,2,1152,,1.481966987853133e+09
92086,-116.805823,33.40307,true,Single Family,2,2,2008,472900,1.481966991639299e+09
92086,-116.741111,33.366256,false,,42.8,0,0,275000,1.481966995513404e+09
92086,-116.735561,33.349929,true,Single Family,2,3,1556,299000,1.481966999185369e+09
92086,-116.748528,33.349193,true,Mobile / Manufactured,0,2,4000,785000,1.48196700349425e+09
92086,-116.733981,33.356347,true,Mobile / Manufactured,3,2,1151,165000,1.48196700719438e+09
92086,-116.682232,33.265203,true,Miscellaneous,6,5,3964,798000,1.481967010839349e+09
,-116.70544,33.339996,false,,142.1,0,0,2.245e+06,1.481967018435586e+09
92086,-116.791611,33.383471,true,Single Family,3,2,2525,799000,1.481967022125376e+09
92086,-116.733981,33.356347,true,Mobile / Manufactured,3,2,1344,99500,1.481967025814464e+09
92086,-116.810217,33.414085,true,Mobile / Manufactured,2,2,1344,399999,1.481967029713008e+09
92086,-116.708957,33.373499,false,,0,0,0,,1.481967033376416e+09
92086,-116.726881,33.343336,true,Single Family,3,2,1090,279000,1.481967037311634e+09
92086,-116.737282,33.354104,false,,5.56,0,0,89250,1.481967041180573e+09
92086,-116.64982,33.30135,false,,6.51,0,0,129000,1.481967044861826e+09
92086,-116.733981,33.356347,true,Mobile / Manufactured,2,2,1152,99000,1.481967048547386e+09
92086,-116.66472,33.38524,true,Single Family,3,2,1842,429000,1.48196705224772e+09
92086,-116.651157,33.386913,true,Single Family,3,3,1704,429000,1.481967056016596e+09
92091,-117.181644,33.053128,true,Single Family,4,6,7217,3.99e+06,1.481967059818933e+09
92067,-117.19075,33.036479,true,Single Family,5,6,10500,8.45e+06,1.481967063540532e+09
92091,-117.188928,33.052857,true,Single Family,5,6,9147,5.795e+06,1.481967070477613e+09
92091,-117.189362,33.05321,true,Single Family,6,7,9609,6.149e+06,1.481967074272298e+09
92091,-117.182182,33.055698,true,Single Family,6,7,6303,3.695e+06,1.481967077977599e+09
92091,-117.212901,32.989302,false,Single Family,3,2,1753,,1.481967081670617e+09
92091,-117.216083,33.034553,false,Single Family,3,3,4591,,1.481967085394067e+09
92091,-117.211325,32.990937,false,,2,2,1146,,1.481967089096318e+09
92091,-117.213813,32.990479,false,Single Family,3,2.5,2129,,1.481967092757353e+09
92091,-117.200479,33.019275,false,,5,3.5,5054,,1.481967096479258e+09
92091,-117.16882,33.035854,false,,4,4,4336,,1.481967100204434e+09
92091,-117.19956,33.021286,true,Single Family,3,3,2395,1.295e+06,1.48196710409896e+09
92091,-117.204391,33.027347,true,Single Family,7,8,7500,2.499e+06,1.481967114122773e+09
92091,-117.20314,33.009521,false,Single Family,6,0,5786,,1.481967117885901e+09
92091,-117.211325,32.990937,true,Single Family,2,2,1159,599900,1.481967121491814e+09
92091,-117.185108,33.052959,true,Single Family,4,6,5717,3.575e+06,1.481967125396957e+09
92067,-117.198918,33.031695,true,Single Family,3,4,3185,1.649e+06,1.481967129265131e+09
92091,-117.185816,33.054008,true,Single Family,5,8,7987,3.695e+06,1.481967133170914e+09
92067,-117.196561,33.018122,true,Single Family,5,5,4311,2.58e+06,1.48196713704911e+09
92091,-117.201212,33.028002,true,Single Family,5,11,10375,7.595e+06,1.481967140955333e+09
92091,-117.203418,33.012084,true,Single Family,5,6,5172,3.395e+06,1.481967144758024e+09
92091,-117.208983,33.005558,true,Single Family,4,3,4957,2.095e+06,1.481967148509231e+09
92091,-117.184839,33.030645,true,Single Family,3,3,2377,1.994e+06,1.48196715222185e+09
92091,-117.201796,33.01865,true,Condo,3,2,2345,1.19e+06,1.481967160316903e+09
92091,-117.212597,32.989939,true,Single Family,3,3,2119,975000,1.481967164040811e+09
92091,-117.213305,32.991365,true,Condo,3,3,2129,859900,1.48196716774967e+09
92122,-117.228144,32.864555,false,Condo,1,1,704,329900,1.482049528030779e+09
92122,-117.217407,32.863256,true,Condo,3,3,1342,515000,1.482049532230624e+09
92037,-117.251504,32.858027,true,Single Family,8,9,9900,1.13e+07,1.482049544133337e+09
92122,-117.214386,32.862643,true,Condo,2,1,882,335000,1.482110706920493e+09
92101,-117.170516,32.719264,true,Condo,2,2,1196,699000,1.482048965605059e+09
92101,-117.156973,32.721348,true,Condo,2,2,1230,529000,1.482048957364181e+09
92101,-117.169265,32.712732,true,Condo,3,3,1935,848888,1.482048961473307e+09
92101,-117.154195,32.710897,true,Multi Family,2,2,1032,509000,1.482048978789996e+09
92101,-117.163308,32.71092,true,Condo,0,1,577,289900,1.482048982816422e+09
92101,-117.155109,32.710842,true,Condo,1,1,894,478888,1.482048974801478e+09
92101,-117.164507,32.711945,true,Condo,2,3,1713,1.055e+06,1.48204546095431e+09
92101,-117.153395,32.710011,false,Multi Family,2,2,1172,579999,1.48203886709689e+09
92101,-117.151102,32.716082,true,Condo,2,2,929,404900,1.482038862988169e+09
92101,-117.165153,32.713056,true,Condo,2,2,1950,1.25e+06,1.482038906088678e+09
92101,-117.164507,32.710988,true,Condo,2,2,1222,850000,1.482038871209461e+09
92101,-117.158756,32.711157,true,Condo,1,2,960,650000,1.482038879734835e+09
92101,-117.159647,32.70865,true,Single Family,1,1,650,475000,1.482038883898126e+09
92101,-117.157913,32.720278,true,Single Family,1,1,668,368000,1.482038858890016e+09
92101,-117.168694,32.7132,true,Condo,1,1,761,439000,1.482038875566362e+09
92101,-117.159131,32.722366,true,Condo,2,2,1145,469000,1.482038901961839e+09
92101,-117.161491,32.730716,false,,0,0,0,2.4e+06,1.482038927213374e+09
92101,-117.156932,32.71096,true,Condo,1,1,902,510000,1.482038910354805e+09
92101,-117.155109,32.710842,false,Condo,3,2,1364,599900,1.481967319520092e+09
92101,-117.154798,32.708889,false,Condo,1,1,833,474900,1.48196732342083e+09
92101,-117.158756,32.711157,true,Condo,1,1,679,449000,1.482038918738618e+09
92101,-117.156173,32.709781,true,Condo,0,1,487,299990,1.481967331621918e+09
92101,-117.161495,32.730716,false,,0,0,0,2.4e+06,1.482038931323186e+09
92101,-117.166344,32.711004,true,Condo,1,1,879,717000,1.482038923080633e+09
92101,-117.159614,32.707766,true,Condo,0,0,296,280000,1.481967345108331e+09
92103,-117.189189,32.753186,true,Single Family,4,3,2295,1.586e+06,1.482040875495902e+09
92103,-117.174655,32.744238,true,Single Family,3,2,1536,925000,1.482040879757767e+09
92103,-117.163055,32.744625,true,Condo,2,2,1060,499995,1.48196738650621e+09
92103,-117.16645,32.749575,false,Townhouse,2,3,1460,,1.481967390221727e+09
92103,-117.191413,32.751703,true,Single Family,6,8,5735,3.488e+06,1.482040892506512e+09
92103,-117.146707,32.747973,true,Condo,2,3,1317,595000,1.481967401657589e+09
92103,-117.171532,32.73772,true,Single Family,0,1,384,550000,1.482040911090567e+09
92103,-117.17707,32.746539,true,Single Family,3,2,1066,865000,1.482040902131088e+09
92103,-117.187871,32.754044,true,Single Family,5,2,2093,1.575e+06,1.481967412878177e+09
92103,-117.156672,32.749816,false,Condo,2,3,1894,699000,1.481967416569618e+09
92103,-117.144617,32.747557,true,Condo,2,2,1003,400000,1.481967420902684e+09
92103,-117.157743,32.749587,false,Condo,1,1,603,,1.481967424526963e+09
92103,-117.163563,32.746502,true,Condo,2,2,872,445000,1.48196742826074e+09
92103,-117.162416,32.747346,true,Condo,2,1,832,399000,1.481967431957755e+09
92103,-117.149536,32.747608,true,Single Family,3,3.5,1922,829000,1.481967439512295e+09
92103,-117.174584,32.737203,true,Condo,2,2,1400,565000,1.481967443246061e+09
92103,-117.164285,32.739345,true,Condo,2,2,896,435000,1.481967446930536e+09
92103,-117.152221,32.746705,true,Condo,2,2,966,395000,1.481967450802394e+09
92103,-117.160272,32.754016,true,Condo,2,2,999,489000,1.481967454506071e+09
